Time,Cubic_1_Bps,Cubic_2_Bps,Cubic_1_PktLoss,Cubic_2_PktLoss,Cubic_1_Cwnd,Cubic_2_Cwnd,JainsFairnessIndex
115.2,645000.0,615000.0,325.0,238.0,79640.0,92672.0,0.9994330000000001
115.3,810000.0,435000.0,311.0,253.0,79640.0,92672.0,0.9168220000000001
115.4,390000.0,855000.0,305.0,261.0,79640.0,94120.0,0.87758
115.5,420000.0,825000.0,326.0,241.0,81088.0,95568.0,0.904306
115.6,825000.0,435000.0,325.0,243.0,81088.0,97016.0,0.9125710000000001
115.7,540000.0,705000.0,305.0,263.0,81088.0,98464.0,0.982739
115.8,300000.0,945000.0,328.0,243.0,82536.0,99912.0,0.788396
115.9,855000.0,390000.0,327.0,243.0,82536.0,99912.0,0.87758
116.0,540000.0,705000.0,307.0,266.0,82536.0,102808.0,0.982739
116.1,300000.0,960000.0,328.0,247.0,83984.0,104256.0,0.784698
116.2,855000.0,390000.0,327.0,248.0,83984.0,105704.0,0.87758
116.3,465000.0,780000.0,308.0,270.0,83984.0,108600.0,0.939836
116.4,405000.0,840000.0,330.0,251.0,85432.0,110048.0,0.891203
116.5,885000.0,375000.0,315.0,265.0,85432.0,111496.0,0.85923
116.6,210000.0,1035000.0,315.0,268.0,85432.0,114392.0,0.6948760000000002
116.7,660000.0,585000.0,330.0,255.0,86880.0,117288.0,0.996384
116.8,660000.0,585000.0,310.0,277.0,86880.0,118736.0,0.996384
116.9,225000.0,1020000.0,331.0,259.0,86880.0,121632.0,0.710353
117.0,900000.0,360000.0,322.0,270.0,88328.0,123080.0,0.844828
117.1,135000.0,1110000.0,323.0,271.0,88328.0,127424.0,0.619849
117.2,780000.0,465000.0,331.0,265.0,88328.0,131768.0,0.939836
117.3,390000.0,855000.0,312.0,312.0,89776.0,133216.0,0.87758
117.4,510000.0,750280.0,332.0,286.0,89776.0,135725.0,0.964925
117.5,690000.0,546480.0,319.0,267.0,101505.0,92672.0,0.986707
117.6,697880.0,477160.0,312.0,302.0,65160.0,94048.0,0.965919
117.7,405000.0,852600.0,296.0,289.0,66608.0,97016.0,0.887566
117.8,255000.0,990000.0,318.0,271.0,68056.0,99912.0,0.74155
117.9,690000.0,555000.0,320.0,272.0,70952.0,102808.0,0.988379
118.0,720000.0,525000.0,303.0,292.0,72400.0,104256.0,0.9760560000000001
118.1,225000.0,1035000.0,306.0,291.0,72400.0,107152.0,0.7075809999999999
118.2,510000.0,735000.0,324.0,278.0,75296.0,110048.0,0.968372
118.3,780000.0,465000.0,309.0,293.0,76744.0,110048.0,0.939836
118.4,195000.0,1050000.0,312.0,293.0,76744.0,112944.0,0.679523
118.5,600000.0,645000.0,326.0,282.0,79640.0,115840.0,0.998695
118.6,735000.0,525000.0,306.0,303.0,81088.0,115840.0,0.972973
118.7,75000.0,1170000.0,327.0,283.0,81088.0,118736.0,0.56384
118.8,825000.0,420000.0,329.0,284.0,82536.0,120184.0,0.904306
118.9,405000.0,840000.0,309.0,307.0,83984.0,121632.0,0.891203
119.0,450000.0,810000.0,329.0,286.0,83984.0,123080.0,0.924528
119.1,795000.0,450000.0,309.0,308.0,85432.0,123080.0,0.928687
119.2,60000.0,1185000.0,331.0,288.0,85432.0,124528.0,0.550503
119.3,885000.0,360000.0,329.0,291.0,86880.0,125976.0,0.849026
119.4,225000.0,1020000.0,316.0,306.0,86880.0,127424.0,0.710353
119.5,660000.0,600000.0,333.0,290.0,88328.0,127424.0,0.997738
119.6,540000.0,705000.0,311.0,312.0,88328.0,128872.0,0.982739
119.7,375000.0,870000.0,332.0,290.0,88328.0,128872.0,0.8635
119.8,780000.0,465000.0,313.0,312.0,89776.0,130320.0,0.939836
119.9,120000.0,1140000.0,333.0,292.0,89776.0,130320.0,0.60411
120.0,915000.0,330000.0,322.0,304.0,89776.0,130320.0,0.819144
120.1,30000.0,1215000.0,332.0,316.0,89776.0,131768.0,0.524676
120.2,900000.0,346560.0,334.0,321.0,89776.0,131768.0,0.835343
120.3,300000.0,953040.0,314.0,284.0,89776.0,91224.0,0.786403
120.4,1140000.0,97720.0,314.0,354.0,89776.0,96784.0,0.585094
120.5,420000.0,832800.0,334.0,301.0,89776.0,94120.0,0.902062
120.6,930000.0,320240.0,326.0,304.0,89776.0,94120.0,0.807842
120.7,645000.0,600000.0,313.0,300.0,89776.0,65160.0,0.998695
120.8,720000.0,533040.0,313.0,318.0,89776.0,66608.0,0.978223
120.9,540000.0,701360.0,331.0,293.0,89776.0,68056.0,0.983384
121.0,885000.0,375000.0,334.0,291.0,89776.0,69504.0,0.85923
121.1,915000.0,330000.0,313.0,312.0,89776.0,70952.0,0.819144
121.2,525000.0,720000.0,312.0,313.0,89776.0,72400.0,0.9760560000000001
121.3,510000.0,735000.0,328.0,298.0,89776.0,72400.0,0.968372
121.4,840000.0,405000.0,334.0,294.0,89776.0,73848.0,0.891203
121.5,900000.0,360000.0,312.0,314.0,89776.0,73848.0,0.844828
121.6,495000.0,750000.0,313.0,315.0,89776.0,75296.0,0.9597380000000001
121.7,480000.0,765000.0,333.0,297.0,89776.0,76744.0,0.9502070000000001
121.8,915000.0,330000.0,334.0,297.0,89776.0,76744.0,0.819144
121.9,795000.0,465000.0,313.0,316.0,89776.0,76744.0,0.935809
122.0,465000.0,780000.0,312.0,317.0,89776.0,78192.0,0.939836
122.1,600000.0,645000.0,334.0,296.0,89776.0,78192.0,0.998695
122.2,930000.0,315000.0,324.0,307.0,89776.0,78192.0,0.803851
