Time,NewReno_1_Bps,Cubic_2_Bps,Bbr_3_Bps,Dctcp_4_Bps,NewReno_1_PktLoss,Cubic_2_PktLoss,Bbr_3_PktLoss,Dctcp_4_PktLoss,NewReno_1_Cwnd,Cubic_2_Cwnd,Bbr_3_Cwnd,Dctcp_4_Cwnd,JainsFairnessIndex
11.0,623946.6666666666,200000.0,341853.3333333333,85000.0,97.33333333333333,106.33333333333333,77.0,71.0,77853.0,61732.333333333336,69243.0,37691.0,0.6640033333333334
11.1,166533.33333333334,431306.6666666667,387360.0,265000.0,91.66666666666667,96.66666666666667,85.66666666666667,65.66666666666667,78818.33333333333,61530.333333333336,69725.66666666667,38021.333333333336,0.6832569999999999
11.2,283626.6666666667,280000.0,440813.3333333333,241826.66666666666,89.66666666666667,92.66666666666667,88.66666666666667,66.66666666666667,78587.66666666667,62013.0,70479.0,38504.0,0.597727
11.3,121853.33333333333,198013.33333333334,632600.0,294493.3333333333,83.0,91.33333333333333,80.0,69.33333333333333,78587.66666666667,62495.666666666664,70741.66666666667,39469.333333333336,0.6335933333333333
11.4,186480.0,260000.0,471773.3333333333,325000.0,82.0,94.66666666666667,79.33333333333333,71.33333333333333,78587.66666666667,62978.333333333336,72672.33333333333,40917.333333333336,0.5177470000000001
11.5,147720.0,307306.6666666667,470000.0,330000.0,90.33333333333333,88.0,86.33333333333333,65.33333333333333,79553.0,53488.0,73637.66666666667,41882.666666666664,0.562017
11.6,278586.6666666667,130000.0,570000.0,270000.0,90.0,85.66666666666667,88.33333333333333,68.66666666666667,80035.66666666667,53488.0,74603.0,42848.0,0.5332053333333333
11.7,190000.0,155000.0,670000.0,235000.0,83.33333333333333,92.33333333333333,81.66666666666667,75.66666666666667,80035.66666666667,53970.666666666664,75568.33333333333,43813.333333333336,0.5277366666666666
11.8,95000.0,275000.0,445000.0,430000.0,91.33333333333333,90.33333333333333,78.0,76.33333333333333,29188.0,54453.333333333336,76533.66666666667,44778.666666666664,0.481387
11.9,295000.0,125000.0,440000.0,385000.0,92.0,86.66666666666667,89.33333333333333,70.0,30153.333333333332,54453.333333333336,77499.0,45744.0,0.5150613333333334
12.0,215000.0,160000.0,660000.0,220000.0,85.0,94.0,89.66666666666667,71.0,30636.0,29751.333333333332,78947.0,46226.666666666664,0.5330050000000001
12.1,100000.0,300000.0,535000.0,315000.0,93.66666666666667,89.33333333333333,85.0,76.33333333333333,32566.666666666668,31199.333333333332,79429.66666666667,47674.666666666664,0.5072666666666666
12.2,305466.6666666667,85000.0,450000.0,405000.0,94.66666666666667,92.66666666666667,87.0,74.33333333333333,34497.333333333336,33612.666666666664,80395.0,48157.333333333336,0.4655586666666667
12.3,195000.0,240000.0,530000.0,280000.0,91.66666666666667,97.66666666666667,91.66666666666667,72.66666666666667,39324.0,35060.666666666664,81360.33333333333,49605.333333333336,0.5934753333333334
12.4,195466.66666666666,230000.0,560000.0,265000.0,96.66666666666667,95.33333333333333,89.33333333333333,76.66666666666667,39806.666666666664,39887.333333333336,81843.0,50088.0,0.6764206666666667
12.5,355000.0,205000.0,385000.0,305000.0,97.33333333333333,100.33333333333333,94.0,76.33333333333333,48494.666666666664,42942.666666666664,83291.0,51053.333333333336,0.46630400000000005
12.6,100000.0,275000.0,560000.0,315000.0,108.33333333333333,98.0,94.0,76.0,55734.666666666664,45838.666666666664,84256.33333333333,52018.666666666664,0.503916
12.7,385000.0,140000.0,425000.0,295000.0,114.66666666666667,106.66666666666667,84.0,71.0,62892.0,46220.666666666664,84117.66666666667,51917.666666666664,0.5221079999999999
12.8,245000.0,360000.0,440000.0,200000.0,106.66666666666667,105.33333333333333,91.33333333333333,70.0,63755.0,52012.666666666664,85083.0,52400.333333333336,0.618679
12.9,325000.0,240000.0,470000.0,221320.0,119.0,106.66666666666667,93.0,63.666666666666664,64237.666666666664,51893.0,85434.33333333333,52327.666666666664,0.7317183333333332
13.0,375000.0,315000.0,465000.0,90466.66666666667,119.33333333333333,112.66666666666667,89.0,63.0,64585.0,53735.0,85787.33333333333,52266.0,0.6658283333333334
13.1,495000.0,195000.0,455000.0,100000.0,105.0,111.33333333333333,90.0,63.666666666666664,65067.666666666664,53341.0,86270.0,52266.0,0.722086
13.2,236186.66666666666,330000.0,578106.6666666666,110000.0,121.0,108.66666666666667,96.33333333333333,62.666666666666664,65550.33333333333,53619.666666666664,86629.66666666667,52688.0,0.679357
13.3,300000.0,276933.3333333333,499280.0,170000.0,124.33333333333333,107.33333333333333,83.66666666666667,64.33333333333333,66515.66666666667,53619.666666666664,87112.33333333333,52939.666666666664,0.5964119999999999
13.4,550000.0,165973.33333333334,411746.6666666667,120000.0,127.66666666666667,111.66666666666667,81.33333333333333,64.66666666666667,67843.33333333333,54102.333333333336,88077.66666666667,53582.666666666664,0.7215523333333334
13.5,531480.0,318773.3333333333,210000.0,190000.0,120.66666666666667,110.66666666666667,91.0,58.333333333333336,67843.33333333333,54585.0,88077.66666666667,54065.333333333336,0.427106
13.6,340000.0,300000.0,510000.0,95000.0,131.33333333333334,104.33333333333333,96.33333333333333,59.666666666666664,69291.33333333333,54585.0,88932.0,54548.0,0.493271
13.7,564360.0,190000.0,370000.0,120000.0,128.33333333333334,106.33333333333333,92.66666666666667,66.0,68836.33333333333,55067.666666666664,89414.66666666667,55030.666666666664,0.5636043333333333
13.8,245000.0,275000.0,516240.0,215000.0,129.0,111.66666666666667,73.66666666666667,61.333333333333336,69319.0,55550.333333333336,89897.33333333333,55458.333333333336,0.5139953333333334
13.9,590000.0,325000.0,235466.66666666666,100000.0,141.0,103.33333333333333,71.33333333333333,63.666666666666664,72080.33333333333,45838.333333333336,90380.0,23994.666666666668,0.515362
14.0,688626.6666666666,141480.0,180000.0,240000.0,123.66666666666667,105.66666666666667,71.33333333333333,61.666666666666664,72944.33333333333,46321.0,90380.0,24477.333333333332,0.5674893333333334
14.1,505346.6666666667,300000.0,200000.0,240000.0,129.0,109.0,78.66666666666667,61.0,73909.66666666667,34825.666666666664,62285.666666666664,25442.666666666668,0.45535866666666663
